c  DAYS-w instance, from daysall.net file
c  Vertices in file daysall-vertices0.dat
c  Edges in file daysall-edges0.dat
c  
p edges  13308     62137
e   3960  9296     2
e   3960  9375    11
e   3960  9388     2
e   3960  9410     3
e   3960  9525     2
e   3960  9664     3
e   3960  9816     4
e   3960  9866     1
e   3960  9872    19
e   3960  9878     1
e   3960  9967    11
e   3960  9978     2
e   3960 10053    47
e   3960 10248     5
e   3960 10268     5
e   3960 10291     1
e   3960 10530     6
e   3960 10603     4
e   3960 10613     2
e   3960 10636     5
e   3960 10734     2
e   3960 11065     2
e   3960 11367     1
e   3960 11385     1
e   3960 11464     1
e   3960 11493     2
e   3960 11500     1
e   3960 11508     1
e   3960 11589     4
e   3960 11597     1
e   3960 11612     5
e   3960 11632     1
e   3960 11643     2
e   3960 11795     7
e   3960 11826     1
e   3960 11833     1
e   3960 11901    18
e   3960 11944     2
e   3960 12001     6
e   3960 12043     2
e   3960 12084     1
e   3960 12483    60
e   3960 12496     4
e   3960 12673     1
e   3960 12725     7
e   3960 12824     2
e   3960 12844     2
e   3960 12860     3
e   3960 12875    11
e   3960 12910     6
e   3960 12934     2
e   3960 12943     1
e   3960 12963     2
e   3960 13041     3
e   3960 13134     1
e   3960 13136     3
e   3960 13151     1
e   3960 13175     1
e   3961 10289     1
e   3966  4386     1
e   3966  4699     1
e   3966  5112     2
e   3966  5277     2
e   3966  6003     1
e   3966  6042     1
e   3966  6347     3
e   3966  6521     3
e   3966  6666     1
e   3966  6940     4
e   3966  8615     1
e   3966  9698     1
e   3966 10497    14
e   3966 11708     2
e   3967  3990     1
e   3967  4256     1
e   3967  5071     1
e   3967  5183     2
e   3967  5277     2
e   3967  5807     7
e   3967  6338     5
e   3967  6340     1
e   3967  6476     4
e   3967  6523     1
e   3967  6940     1
e   3967  8002     7
e   3967  8652     2
e   3967  9210     3
e   3967  9385     7
e   3967  9698     2
e   3967 10046     3
e   3967 10079     1
e   3967 10794     1
e   3967 12483     1
e   3967 13144     3
e   3968 11627     1
e   3968 12261     1
e   3968 13275     1
e   3971  6460     1
e   3971  7541     1
e   3971  8557     1
e   3972  6570     1
e   3973  4596     1
e   3973  5071     1
e   3973  5431     1
e   3973  7772     1
e   3973 12050     1
e   3974  5178     1
e   3974  5277     1
e   3974 11585     1
e   3979  5538    13
e   3979  7892     5
e   3979  9384    13
e   3979 11392     1
e   3979 11910     6
e   3979 12111     3
e   3980  5538     3
e   3980  7892     3
e   3980  9384     3
e   3983  4290     1
e   3984  4290     1
e   3984  6884     1
e   3985  7676     1
e   3987  5970     1
e   3987  6347     1
e   3987  7349     1
e   3987  7962     1
e   3987  8150     1
e   3987  8824     1
e   3987  8894     1
e   3987 10158     1
e   3987 10428     3
e   3987 10836     1
e   3987 11963     1
e   3988  7538     1
e   3988 12828     3
e   3990 10079     1
e   3990 10794     1
e   3991  5684     1
e   3991  9187     1
e   3996 10347     1
e   4000  4765     4
e   4000  5030     1
e   4000  5972     1
e   4000  7541     1
e   4000  8236     1
e   4000  8245     1
e   4000  8455     1
e   4000  8615     1
e   4000  8866     1
e   4000  9385     1
e   4000  9386     3
e   4000  9409     4
e   4000 10202     4
e   4000 12261     3
e   4000 13216     5
e   4002  5030     5
e   4002  9313     2
e   4002 11710     2
e   4003  4112     4
e   4003  7081     2
e   4003  7388     2
e   4003  9127     1
e   4003  9447     1
e   4003 11500     4
e   4003 11611     1
e   4003 11832     2
e   4003 12509     2
e   4004  4011     1
e   4004  6341     2
e   4004  7165     2
e   4004 10376     1
e   4005  4998     2
e   4005  8146     2
e   4005  8999     3
e   4005  9313     1
e   4005 11611     2
e   4005 11854     2
e   4007  4699     3
e   4007  4885     2
e   4007  6205     1
e   4007  6666     2
e   4007  7160     1
e   4007  7991     1
e   4007  9002     2
e   4007  9167     1
e   4007  9867     2
e   4007  9872     2
e   4007 10725     1
e   4007 11339     2
e   4007 11485     2
e   4007 12141     2
e   4007 12705     1
e   4008  8767     1
e   4008 11436     2
e   4008 11500     1
e   4008 11832     1
e   4008 12509     1
e   4009  6172     1
e   4009  6941     3
e   4009  7089     1
e   4009 10026     1
e   4009 11757     4
e   4009 12934     1
e   4010  7787     1
e   4010 10391     1
e   4010 10545     4
e   4011  8529     3
e   4011  8618     1
e   4011  9158     1
e   4018  4110     1
e   4018  8245     2
e   4018 10011     1
e   4019  5539     2
e   4020  4051     1
e   4020  4760     9
e   4020  5277     3
e   4020  7622     3
e   4020  8435     1
e   4020  9313     1
e   4020  9921     1
e   4020 10628     1
e   4020 10725     1
e   4020 11204    21
e   4020 11478     4
e   4020 11910     1
e   4020 12240    19
e   4020 12242     1
e   4020 12476     1
e   4021  8245     1
e   4021  9656    10
e   4021 10848     1
e   4021 12103     1
e   4022  5278     1
e   4022 12754     1
e   4024  4071     7
e   4024  6994     8
e   4024 12697     7
e   4026  5283     2
e   4026  6341     2
e   4026  8999     2
e   4030 11795     2
e   4030 12022     2
e   4031  8108     1
e   4035  7468     2
e   4036  6080     4
e   4036 10416     4
e   4036 12483     4
e   4039 10738     1
e   4040  4112     5
e   4040  4236     1
e   4040  4342     2
e   4040  4526     1
e   4040  4710     1
e   4040  4770     2
e   4040  4841     1
e   4040  5005     1
e   4040  5183     1
e   4040  5277     1
e   4040  5315     1
e   4040  5444     1
e   4040  5759     3
e   4040  5822     1
e   4040  6071     1
e   4040  6117     3
e   4040  6337     8
e   4040  6347     2
e   4040  6349     2
e   4040  6390     3
e   4040  6413     1
e   4040  6588     3
e   4040  6654    15
e   4040  6656     1
e   4040  6941     2
e   4040  7405     4
e   4040  7454     1
e   4040  7506     1
e   4040  7622     1
e   4040  7627     1
e   4040  7654     1
e   4040  7815     1
e   4040  7984     1
e   4040  8072     1
e   4040  8276     1
e   4040  8809     1
e   4040  8859    13
e   4040  8996     1
e   4040  9210     2
e   4040  9568     1
e   4040  9648     1
e   4040  9791     1
e   4040 10207     3
e   4040 10257     2
e   4040 10530     1
e   4040 10636     3
e   4040 10680     1
e   4040 10683     1
e   4040 10705     1
e   4040 10939     1
e   4040 10955     5
e   4040 11162     1
e   4040 11248     4
e   4040 11249     3
e   4040 11304     3
e   4040 11352     2
e   4040 11787     2
e   4040 12016     1
e   4040 12240     1
e   4040 12301     1
e   4040 12306    22
e   4040 12341     1
e   4040 12411     1
e   4040 12483   165
e   4040 12780     1
e   4040 12910     7
e   4040 12963     1
e   4040 13000     1
e   4040 13006     1
e   4040 13144     3
e   4041 10325     1
e   4043  5829     2
e   4043  9976     2
e   4044  8245     1
e   4045  5300     1
e   4045  8630     1
e   4045 11916     1
e   4046  5719     1
e   4046  6064     1
e   4046  9640     1
e   4046 10202     1
e   4049  4086     1
e   4049  4273     1
e   4049  5639     1
e   4049  6244     1
e   4049 10928     1
e   4049 10984     1
e   4049 11900     1
e   4051  4106     3
e   4051  4141     1
e   4051  4146     5
e   4051  4230     1
e   4051  4349     1
e   4051  4383     2
e   4051  4498    24
e   4051  4515     1
e   4051  4613     1
e   4051  4624    11
e   4051  4733     1
e   4051  4810     1
e   4051  4880     1
e   4051  4885     7
e   4051  4930     8
e   4051  5183     3
e   4051  5225     1
e   4051  5247     2
e   4051  5277     2
e   4051  5315     1
e   4051  5759     2
e   4051  5808     9
e   4051  5877     9
e   4051  5890     1
e   4051  6347     1
e   4051  6660     3
e   4051  6863     6
e   4051  6917     1
e   4051  6940     1
e   4051  7081     1
e   4051  7391    23
e   4051  7400     2
e   4051  7541     2
e   4051  7543     3
e   4051  7601    19
e   4051  7608     5
e   4051  7622     1
e   4051  7670     1
e   4051  7719     4
e   4051  7745     1
e   4051  7772     2
e   4051  7787     1
e   4051  7902     1
e   4051  7992     1
e   4051  8146     7
e   4051  8150     3
e   4051  8151     3
e   4051  8162     1
e   4051  8215     1
e   4051  8245     2
e   4051  8444     3
e   4051  8462     2
e   4051  8529     2
e   4051  8530     3
e   4051  8531     7
e   4051  8541     3
e   4051  8615     2
e   4051  8650     5
e   4051  8667     1
e   4051  8781    11
e   4051  8932     4
e   4051  8996     4
e   4051  9034     5
e   4051  9147     1
e   4051  9157     2
e   4051  9158     3
e   4051  9205     2
e   4051  9210     6
e   4051  9375     6
e   4051  9376     1
e   4051  9775     1
e   4051  9967    13
e   4051 10026     4
e   4051 10032     1
e   4051 10046     3
e   4051 10051     2
e   4051 10053     1
e   4051 10090     4
e   4051 10266    19
e   4051 10426     1
e   4051 10511     1
e   4051 10530     2
e   4051 10725     6
e   4051 10729    14
e   4051 10732     5
e   4051 10751     2
e   4051 10809     1
e   4051 10821     1
e   4051 10977     2
e   4051 10982     4
e   4051 11155     1
e   4051 11183     2
e   4051 11227     3
e   4051 11248     2
e   4051 11346    30
e   4051 11419     4
e   4051 11436     1
e   4051 11585     3
e   4051 11609     1
e   4051 11628     2
e   4051 11763     1
e   4051 11825     3
e   4051 12064     1
e   4051 12147     4
e   4051 12214     1
e   4051 12261     1
e   4051 12327     1
e   4051 12416     1
e   4051 12462     1
e   4051 12476     2
e   4051 12483     7
e   4051 12603     3
e   4051 12673    11
e   4051 12725     4
e   4051 12758     1
e   4051 12785     3
e   4051 12910     1
e   4051 12931     1
e   4051 12962     3
e   4051 13011     2
e   4051 13083     1
e   4051 13098     1
e   4051 13110     1
e   4051 13136    49
e   4051 13148     1
e   4056  6338    15
e   4056 11320     2
e   4063 10056     1
e   4063 12509     1
e   4064  4489     1
e   4064  5759     2
e   4064  6579     1
e   4064  7892     2
e   4064  8075     4
e   4064  8790     1
e   4064 10436     1
e   4064 12185     1
e   4064 12392     2
e   4065  5173     4
e   4065  6286     1
e   4065  7206     1
e   4065  7516     1
e   4065  7543     2
e   4065  7899     1
e   4065  8010     1
e   4065  8215     1
e   4065  8245     1
e   4065  9097     1
e   4065  9375     9
e   4065 10090     2
e   4065 11346     1
e   4065 11612     3
e   4065 12022     1
e   4065 12064     1
e   4065 12785     1
e   4065 13136     1
e   4065 13165     1
e   4066  7810     1
e   4066  9497     1
e   4066  9549     1
e   4066 12022     2
e   4067  6336     2
e   4067  9157     2
e   4068  4760     1
e   4068  6413     1
e   4068  6870     1
e   4068  7037     5
e   4068  8245     1
e   4068  8291     2
e   4068 10347     2
e   4068 11022     1
e   4068 11346    14
e   4068 11589     1
e   4068 13061     2
e   4071  4214     2
e   4071  4423     2
e   4071  4471     1
e   4071  4483     4
e   4071  4498    17
e   4071  4500     2
e   4071  4633     1
e   4071  4699     4
e   4071  4709     5
e   4071  4713    15
e   4071  4790     6
e   4071  4885     3
e   4071  5096     1
e   4071  5183    16
e   4071  5215     1
e   4071  5271     1
e   4071  5550     2
e   4071  5858     2
e   4071  5918     1
e   4071  5935     1
e   4071  6008     1
e   4071  6031    13
e   4071  6078     1
e   4071  6124     2
e   4071  6139     1
e   4071  6284     1
e   4071  6356     2
e   4071  6410     1
e   4071  6411     3
e   4071  6482     3
e   4071  6603     1
e   4071  6764     1
e   4071  6884     1
e   4071  6994     7
e   4071  7360     3
e   4071  7497     3
e   4071  7588     1
e   4071  7622     3
e   4071  7624     1
e   4071  7814     2
e   4071  7943     6
e   4071  7948     2
e   4071  8240     3
e   4071  8247     8
e   4071  8394     1
e   4071  8400     1
e   4071  8435     2
e   4071  8467     1
e   4071  8529     7
e   4071  8541     1
e   4071  8622     1
e   4071  8623     1
e   4071  8870     1
e   4071  8996     4
e   4071  8999     3
e   4071  9112     1
e   4071  9162     2
e   4071  9375     3
e   4071  9421     1
e   4071  9471     2
e   4071  9891     1
e   4071  9979     1
e   4071 10026     2
e   4071 10094     4
e   4071 10401     2
e   4071 10424     1
e   4071 10545     4
e   4071 10636     3
e   4071 10697     2
e   4071 10858     1
e   4071 10925     1
e   4071 10991     3
e   4071 11183     1
e   4071 11682     1
e   4071 11864     4
e   4071 11874     8
e   4071 11916     1
e   4071 12001     4
e   4071 12084     4
e   4071 12122     1
e   4071 12200     3
e   4071 12261     2
e   4071 12442     1
e   4071 12474     2
e   4071 12483     9
e   4071 12660     1
e   4071 12663     2
e   4071 12673     1
e   4071 12697     7
e   4071 12811     2
e   4071 12860     1
e   4071 12894     2
e   4071 12910     7
e   4071 12962     4
e   4071 13134     3
e   4071 13144     1
e   4071 13148     6
e   4071 13190     1
e   4072 10401     1
e   4073  8240     1
e   4076  4671     1
e   4076  9158     3
e   4076  9826     1
e   4076 10028     1
e   4076 11436     1
e   4076 11891     1
e   4076 11968     2
e   4076 12483     1
e   4078  6919     1
e   4078  7156     1
e   4078 11612     1
e   4079  6413     2
e   4079  6974     2
e   4080  6974     1
e   4080  8240     1
e   4083  6081     1
e   4083  7899     1
e   4083  8516     2
e   4085 13003     1
e   4086  6244     1
e   4086  7543     1
e   4086  8252     1
e   4086  9182     1
e   4086 10098     1
e   4086 10347     1
e   4086 10928     1
e   4086 12706     1
e   4087  9375     1
e   4088  7622     1
e   4088 11858     1
e   4089  9031     1
e   4089 11227     1
e   4090  4141     1
e   4090  4663     1
e   4090  5285     1
e   4090  5315     3
e   4090  5377     1
e   4090  5387     2
e   4090  5500     1
e   4090  5775     3
e   4090  6092     1
e   4090  6172     1
e   4090  6244     1
e   4090  6347     2
e   4090  6560     1
e   4090  6620     1
e   4090  6955     1
e   4090  7220     4
e   4090  7400     1
e   4090  7502     1
e   4090  7543     1
e   4090  7585     2
e   4090  7609     2
e   4090  7823     2
e   4090  7929     2
e   4090  8235     1
e   4090  8394     1
e   4090  8500     5
e   4090  8531     3
e   4090  8627     1
e   4090  8775     1
e   4090  8996    12
e   4090  9030     1
e   4090  9104     1
e   4090  9375     3
e   4090  9648     1
e   4090  9757     4
e   4090 10054     1
e   4090 10074     2
e   4090 10077     2
e   4090 10248     1
e   4090 10274     2
e   4090 10323     3
e   4090 10583     1
e   4090 10603     2
e   4090 10636     4
e   4090 10679     1
e   4090 10705     3
e   4090 11013     5
e   4090 11065     2
e   4090 11163     2
e   4090 11172     1
e   4090 11417     1
e   4090 11904     2
e   4090 12230     2
e   4090 12476     1
e   4090 12483     7
e   4090 12603     2
e   4090 12706     2
e   4090 12736     1
e   4090 12875     8
e   4090 12963    14
e   4090 13136     4
e   4090 13150     4
e   4090 13216    11
e   4091  6063     3
e   4091  7016     3
e   4092  7609     1
e   4092 12874     1
e   4093  5538     1
e   4093  9158     1
e   4093 13055     1
e   4093 13133     1
e   4096  4173     1
e   4096  7113     1
e   4097  4950     2
e   4097  9375     2
e   4098 12819     1
e   4099  6244     3
e   4099  6527     1
e   4099  7050     2
e   4099  8950     1
e   4101  4868    12
e   4101  6052     1
e   4101  6579     1
e   4101  7089     1
e   4101  8615     9
e   4101 11695     2
e   4101 12122     2
e   4101 12184     1
e   4101 12944     2
e   4101 13148     1
e   4102  4290     1
e   4102  4298     2
e   4102  4359     4
e   4102  4381     1
e   4102  4760     4
e   4102  4868     2
e   4102  4885     2
e   4102  5150     2
e   4102  5744     1
e   4102  5829     2
e   4102  5993     1
e   4102  6160     1
e   4102  6243     1
e   4102  6336     4
e   4102  6338     5
e   4102  6580     6
e   4102  6719     6
e   4102  7081     4
e   4102  7180     1
e   4102  7186     4
e   4102  7454     1
e   4102  7819     1
e   4102  8075     2
e   4102  8121     1
e   4102  8146     2
e   4102  8240    10
e   4102  8833     1
e   4102  9147     2
e   4102  9212     1
e   4102  9312     2
e   4102  9375     8
e   4102  9505     1
e   4102  9698     1
e   4102  9968     2
e   4102 10081     2
e   4102 10378     1
e   4102 10562     1
e   4102 10765     1
e   4102 11710     5
e   4102 11757     4
e   4102 11795     1
e   4102 11899     1
e   4102 11944     4
e   4102 11959     4
e   4102 12022     4
e   4102 12367     3
e   4102 12407     1
e   4102 12483    11
e   4102 12541     1
e   4102 12725     2
e   4102 12875     7
e   4103  4633     4
e   4103  4671     2
e   4103  5824     1
e   4103  6117     1
e   4103  6183     4
e   4103  6842     1
e   4103  7220     1
e   4103  8435     4
e   4103  8541     1
e   4103  9405     2
e   4103 10625     1
e   4103 10677     1
e   4103 11226     1
e   4103 11417     1
e   4103 11611     1
e   4103 12483     4
e   4103 12785     4
e   4106  4304     8
e   4106  4412     1
e   4106  4498    18
e   4106  4597     5
e   4106  4684     1
e   4106  4699     2
e   4106  4713     3
e   4106  4770     1
e   4106  4868     1
e   4106  4919     1
e   4106  5539     6
e   4106  6051     2
e   4106  6189     4
e   4106  6205     9
e   4106  6919   236
e   4106  7388     2
e   4106  7740     5
e   4106  8146     9
e   4106  8245     1
e   4106  8530    19
e   4106  8531    44
e   4106  8658     2
e   4106  8992     3
e   4106  8996     4
e   4106  9034     3
e   4106  9313    14
e   4106  9610     1
e   4106  9677     3
e   4106 10026     1
e   4106 10081     4
e   4106 11162    17
e   4106 11356     1
e   4106 11862     1
e   4106 12081     4
e   4106 12084    14
e   4106 12483    20
e   4106 12910     1
e   4106 12940     1
e   4108  8148     3
e   4108  9034     3
e   4108 12483     2
e   4109  4357     2
e   4109  7740     1
e   4109  9375     2
e   4109 10323     7
e   4109 11208     1
e   4109 11612     1
e   4109 11653     4
e   4110  8245     1
e   4111  4613     4
e   4111  5483     1
e   4111  5980     1
e   4111  6462     5
e   4111  8870     1
e   4111  9007     2
e   4111  9205     1
e   4111  9210     2
e   4111 10215     1
e   4111 10329     1
e   4111 10977     2
e   4111 11490     1
e   4111 12834     2
e   4111 13028     2
e   4112  4320     2
e   4112  5197     1
e   4112  5277     1
e   4112  5595     1
e   4112  5668     2
e   4112  7388     2
e   4112  7622     2
e   4112  8992     2
e   4112  9210     1
e   4112  9389     2
e   4112  9468     1
e   4112 10277     2
e   4112 11101     2
e   4112 11493     1
e   4112 11500     4
e   4112 11825     2
e   4112 11832     2
e   4112 12483     7
e   4112 12509     2
e   4112 12906     2
e   4112 12989     2
e   4113  4498     1
e   4113  5055     1
e   4113  5189     1
e   4113  5822     1
e   4113  8240     5
e   4113  9210     1
e   4113 10974     1
e   4113 11646     1
e   4114  8240     1
e   4115  5759     1
e   4115  8243     1
e   4116  6311     1
e   4116  6875     2
e   4116  6939     2
e   4116  8264     1
e   4116 10725     1
e   4116 12587     1
e   4117  8261     2
e   4118  6078     1
e   4118  9874     1
e   4119  5611     1
e   4119  8897     1
e   4119  9493     1
e   4119 10587     1
e   4121 10511     1
e   4125  5835     1
e   4125  7388     1
e   4127 12483     1
e   4127 12767     1
e   4128 10808     1
e   4128 12022     1
e   4129  4483     1
e   4129  4597     2
e   4129  4613     4
e   4129  4671     3
e   4129  6172     1
e   4129  7051     2
e   4129  7206     2
e   4129  7299     1
e   4129  7400     1
e   4129  7543     1
e   4129  9115     2
e   4129  9202     1
e   4129  9210     1
e   4129  9510     1
e   4129  9591     1
e   4129 10308     1
e   4129 10485     2
e   4129 11372     2
e   4129 11904     1
e   4129 12122     7
e   4129 12305     2
e   4129 12587     2
e   4129 12859     1
e   4133 11583     1
e   4133 12141     1
e   4136  5183     1
e   4136 12673     3
e   4138  5277     1
e   4138  5759     5
e   4138  6065     1
e   4138  6302     1
e   4138  8923     1
e   4138  8992     1
e   4138 12261     1
e   4138 12483     6
e   4138 12609     4
e   4138 12763     4
e   4139  4248     2
e   4139  4825     1
e   4139  5277     1
e   4139  6031     1
e   4139  8146     2
e   4139  8862     1
e   4139  9008     2
e   4139  9104     3
e   4139  9475     1
e   4139  9710     2
e   4139  9873     1
e   4139 10122     1
e   4139 11145     4
e   4139 11258     2
e   4139 12867     1
e   4139 13144     2
e   4141  4146     1
e   4141  4597     1
e   4141  6205     1
e   4141  6244     1
e   4141  6468     1
e   4141  7400     1
e   4141  8146     5
e   4141  8996     1
e   4141 10266     1
e   4141 10786     1
e   4141 10839     1
e   4141 10982     1
e   4141 11163     1
e   4141 11862     1
e   4141 12483    10
e   4143  8609     1
e   4143 10161     1
e   4143 12725     1
e   4144  5183     1
e   4144  8766     1
e   4146  4626     4
e   4146  4671     1
e   4146  8245     1
e   4146  8932     2
e   4146 10266     3
e   4146 12931     2
e   4148  5397     1
e   4148  7102     3
e   4148 10292     1
e   4148 10497     1
e   4148 12483     4
e   4148 12822     1
e   4148 13150     3
e   4152  4483     1
e   4152  5592     1
e   4152  8614     1
e   4152  8766     1
e   4152 10636     1
e   4152 11096     1
e   4152 11968     1
e   4153  9525    10
e   4155  4471     1
e   4155  6974     1
e   4156  8794     6
e   4156 11346     1
e   4156 11757     8
e   4156 12059     1
e   4156 12334    15
e   4158  9903     1
e   4162  8245     1
e   4162 12767     1
e   4163 10077     1
e   4167  5179     1
e   4167  6005     1
e   4168  4941     1
e   4168  5759     1
e   4168  6537     1
e   4168  7755     1
e   4168 12452     1
e   4168 12730     1
e   4172 12153     1
e   4173  4633     2
e   4173  4885     2
e   4173  5096     2
e   4173  5579    20
e   4173  6031     2
e   4173  6205     2
e   4173  6284     2
e   4173  7248     2
e   4173  7400     3
e   4173  7516     1
e   4173  7740    10
e   4173  7992     2
e   4173  8531     2
e   4173  9034     2
e   4173  9147     1
e   4173 10022     1
e   4173 10053     4
e   4173 10170     2
e   4173 10308     1
e   4173 10727     1
e   4173 10749     2
e   4173 11067     1
e   4173 11304     1
e   4173 11372     3
e   4173 11639     1
e   4173 11724     1
e   4173 11836     2
e   4173 11853     1
e   4173 11854     5
e   4173 11945     1
e   4173 12074     4
e   4173 12153     1
e   4173 12282     1
e   4173 12305     2
e   4173 12525     2
e   4173 12677     1
e   4173 13110     1
e   4174  4229     1
e   4174  4290     1
e   4174  4633     1
e   4174  5050     1
e   4174  5539     1
e   4174  5550     1
e   4174  6356     1
e   4174  7457    14
e   4174  8615     1
e   4174  8775     2
e   4174  9157     1
e   4174  9806     1
e   4174 11038     1
e   4174 11319     1
e   4174 11457     1
e   4174 12001     1
e   4174 12141     1
e   4174 12483     6
e   4176  8245     2
e   4177  5225     1
e   4177  6875     1
e   4177  7892     1
e   4177  8646     1
e   4177  9280     1
e   4177 10934     4
e   4177 11774     1
e   4177 12454     1
e   4177 12483     1
e   4177 12736     2
e   4177 12797     1
e   4177 12875     2
e   4180  5030     2
e   4180  5890     3
e   4180  8517     2
e   4180 10846     2
e   4180 11304     2
e   4180 11964     3
e   4181  4790     1
e   4181  7678     1
e   4181  7930     1
e   4181  8401     1
e   4181  8988     1
e   4181 10170     1
e   4181 12028     1
e   4189  5183     2
e   4189  9212     2
e   4189 10101     2
e   4189 13245     2
e   4190  4414     2
e   4190  6148     2
e   4190  6292     2
e   4190  7437    15
e   4190  7785     1
e   4190  8121     3
e   4190  8996     2
e   4190  9000     3
e   4190  9197    11
e   4190  9205     3
e   4190  9221     4
e   4190 11973     1
e   4193 12767     6
e   4194 12045     1
e   4194 12767     2
e   4195  5829     1
e   4196  6884     2
e   4196  6897     1
e   4196  7102     1
e   4196  7740     2
e   4196  7817     1
e   4196  9210     1
e   4196 10848     1
e   4196 12530     2
e   4198  5725     1
e   4198  6338     1
e   4198  6940     1
e   4200  4579     1
e   4200  9475     1
e   4200 10536     1
e   4200 11901     1
e   4201  7084     1
e   4201  8240     1
e   4201 12350     1
e   4204  4290     1
e   4204  4613    11
e   4204  8245     3
e   4204  8261     3
e   4204  8387     1
e   4204 10488     1
e   4204 11955    11
e   4204 12809    15
e   4206  4290     1
e   4206  6475     1
e   4206  9034     8
e   4206  9107     1
e   4206 11611     2
e   4206 11825     1
e   4206 12186     1
e   4206 12910     4
e   4207  6952     1
e   4207 10477     1
e   4207 10848     1
e   4207 12483     1
e   4208  4613     1
e   4208  6897     1
e   4208 11955     1
e   4208 12809     1
e   4211  6064     1
e   4213  4633     3
e   4213  5283     2
e   4213  6085     1
e   4213  9816     7
e   4213 12865     1
e   4214  4613     4
e   4214  4787     1
e   4214  5163    20
e   4214  5675     1
e   4214  5690     3
e   4214  6085     1
e   4214  6244     1
e   4214  7206     1
e   4214  8444     3
e   4214  8531     5
e   4214  8618     1
e   4214  8942     1
e   4214  8992     1
e   4214  8993     1
e   4214  8996    15
e   4214  8999     2
e   4214  9250     6
e   4214 10329     1
e   4214 10603     1
e   4214 12064     4
e   4214 12103     3
e   4214 12334     1
e   4214 12367     1
e   4214 12940     3
e   4214 12963     1
e   4215 12819     1
e   4221  5277    19
e   4221  6940     2
e   4221  8890    14
e   4221  8996     4
e   4221  9659     1
e   4221 12622    13
e   4222  8996     1
e   4223  6336     1
e   4223 11238     1
e   4224  4340     1
e   4224  4348     1
e   4224  4596     3
e   4224  4641     1
e   4224  4642     1
e   4224  4770     5
e   4224  4841     1
e   4224  5163     1
e   4224  6353     1
e   4224  6427     2
e   4224  6939     1
e   4224  6940     3
e   4224  6976     1
e   4224  7311     1
e   4224  7349     1
e   4224  7622     4
e   4224  7623     2
e   4224  7677     1
e   4224  7740     1
e   4224  7772     4
e   4224  7819     1
e   4224  8072     2
e   4224  8200     1
e   4224  8352     1
e   4224  8531     1
e   4224  8925     2
e   4224  9158     1
e   4224  9212     2
e   4224  9313     1
e   4224  9384     2
e   4224 10147     1
e   4224 10278     2
e   4224 10346     1
e   4224 10488     1
e   4224 11114     2
e   4224 11204     1
e   4224 11250     1
e   4224 11346     8
e   4224 11687     1
e   4224 11763     1
e   4224 11825     4
e   4224 11901     1
e   4224 11968     1
e   4224 12230     1
e   4224 12449     1
e   4224 12814     1
e   4225  5280     1
e   4225  5281     1
e   4225  6940     1
e   4225 10965     1
e   4225 13305     1
e   4227  4586     2
e   4227  4876     4
e   4227  4885     3
e   4227  4953     1
e   4227  5129     4
e   4227  5183     1
e   4227  5203     1
e   4227  6063     1
e   4227  6085     1
e   4227  6197     1
e   4227  6205     2
e   4227  6336     1
e   4227  6884     1
e   4227  7059     1
e   4227  7359     2
e   4227  7457     1
e   4227  7716     3
e   4227  8075     1
e   4227  8146     2
e   4227  8150     1
e   4227  8162     3
e   4227  8235     2
e   4227  8240     1
e   4227  8531     1
e   4227  8658     1
e   4227  8999     2
e   4227  9175     1
e   4227  9405     1
e   4227  9700     3
e   4227 10026     1
e   4227 10292     1
e   4227 10346     5
e   4227 10356     1
e   4227 10488     3
e   4227 10644     1
e   4227 11464     1
e   4227 11612     2
e   4227 11901     1
e   4227 11904     1
e   4227 12141     1
e   4227 12261     2
e   4227 12445     2
e   4227 12483     6
e   4227 12910     2
e   4227 12962     1
e   4227 13144     2
e   4227 13216     3
e   4228 10603     1
e   4228 11901     1
e   4229  4290     1
e   4229  4348     2
e   4229  4499     2
e   4229  4597     3
e   4229  4699     1
e   4229  4760     3
e   4229  4885     1
e   4229  5132     3
e   4229  5183     1
e   4229  5740     2
e   4229  5865     1
e   4229  6063     1
e   4229  6195     1
e   4229  6197     2
e   4229  6286     1
e   4229  6347     1
e   4229  6519     1
e   4229  6940     5
e   4229  7098     1
e   4229  7360     2
e   4229  7457     5
e   4229  7608     3
e   4229  7622     1
e   4229  7740     1
e   4229  7772     2
e   4229  7918     4
e   4229  8200     2
e   4229  8235     1
e   4229  8529     1
e   4229  8531     2
e   4229  8582     1
e   4229  8652     1
e   4229  8865     1
e   4229  8870     1
e   4229  8897     2
e   4229  8903     2
e   4229  8999     2
e   4229  9157     1
e   4229  9210     5
e   4229  9385     1
e   4229  9405     1
e   4229  9410     1
e   4229  9460     1
e   4229  9519     1
e   4229  9954     2
e   4229 10091     1
e   4229 10176     1
e   4229 10255     1
e   4229 10329     1
e   4229 10346     1
e   4229 10632     1
e   4229 10786    13
e   4229 11018     1
e   4229 11162     1
e   4229 11201     2
e   4229 11346     2
e   4229 11417     2
e   4229 11441     1
e   4229 11457     1
e   4229 11556     1
e   4229 11858     1
e   4229 11904     1
e   4229 12001     2
e   4229 12114     1
e   4229 12179     2
e   4229 12474     2
e   4229 12480     2
e   4229 12483     6
e   4229 12576     1
e   4229 12647     1
e   4229 12725     1
e   4229 13024     1
e   4229 13144     1
e   4230  4596     1
e   4230  4770     1
e   4230  4885     1
e   4230  4953     1
e   4230  5183     1
e   4230  5277     1
e   4230  5664     1
