c  Weighted graph: number of common reactions
c  among pairs of reactants/products.
c  It counts all reactions where metabolites
c  comes, no matter the side.
c  Threshold =   1, for edges admission
c  nodes n =      991    #(real nodes) =      991
c  edges m =     4161
c
p edges    991      4161
e    614   659     2
e    614   660     2
e    614   711     2
e    614   712     2
e    614   714     2
e    614   862     2
e    614   863     2
e    615   661     2
e    615   662     2
e    615   665     1
e    615   666     1
e    615   711     2
e    615   712     2
e    615   715     2
e    615   778     1
e    615   862     2
e    615   863     2
e    616   617     2
e    616   711     2
e    616   712     2
e    617   711     2
e    617   712     2
e    618   620     2
e    618   698     1
e    618   875     1
e    619   621     2
e    619   699     1
e    619   876     1
e    620   697     1
e    620   711     2
e    620   877     1
e    621   712     2
e    622   638     1
e    629   630     1
e    631   632     2
e    631   641     2
e    633   690     1
e    635   822     2
e    637   642     1
e    639   849     1
e    642   711     1
e    643   644     1
e    643   775     1
e    644   775     2
e    645   646     1
e    645   658     1
e    645   724     2
e    645   855     1
e    646   724     1
e    646   856     1
e    647   656     1
e    647   657     1
e    649   775     1
e    650   711     1
e    651   659     2
e    651   660     2
e    651   663     2
e    651   664     2
e    652   653     2
e    652   775     2
e    652   970     2
e    652   981     2
e    654   667     1
e    655   656     1
e    655   657     1
e    655   665     1
e    655   666     1
e    655   712     1
e    656   665     1
e    656   666     1
e    656   712     1
e    658   724     2
e    659   660    42
e    659   662     1
e    659   663     2
e    659   672     3
e    659   675     1
e    659   711     4
e    659   714     2
e    659   758     1
e    659   775     2
e    659   842     2
e    659   850     1
e    659   878     1
e    659   909     1
e    659   965     1
e    659   966     1
e    659   986     1
e    660   663     1
e    660   672     2
e    660   711     3
e    660   714     2
e    660   724     1
e    660   731     1
e    660   758     1
e    660   775     1
e    660   842     2
e    660   850     1
e    660   878     1
e    660   909     1
e    660   965     1
e    660   966     1
e    660   986     1
e    661   662    18
e    661   672     1
e    661   715     2
e    661   717     2
e    661   825     2
e    661   846     2
e    661   847     2
e    661   865     1
e    661   879     1
e    661   965     2
e    661   966     2
e    662   666     2
e    662   672     1
e    662   673     1
e    662   676     1
e    662   683     1
e    662   712     1
e    662   715     2
e    662   717     2
e    662   776     2
e    662   825     2
e    662   846     2
e    662   847     2
e    662   865     1
e    662   879     1
e    662   965     2
e    662   966     2
e    663   664    90
e    663   672     2
e    663   695     2
e    663   697     1
e    663   698     2
e    663   711     3
e    663   718     1
e    663   721     1
e    663   722     1
e    663   724     6
e    663   731     1
e    663   750     1
e    663   758     1
e    663   759     1
e    663   775     1
e    663   784     2
e    663   786     2
e    663   788     2
e    663   790     1
e    663   791     2
e    663   793     2
e    663   795     2
e    663   797     2
e    663   799     2
e    663   806     1
e    663   815     2
e    663   818     1
e    663   824     1
e    663   826     1
e    663   827     2
e    663   843     1
e    663   857     2
e    663   861     2
e    663   862     1
e    663   864     1
e    663   871     2
e    663   875     2
e    663   877     1
e    663   878     1
e    663   894     1
e    663   896     1
e    663   898     1
e    663   899     1
e    663   900     1
e    663   901     1
e    663   902     1
e    663   909     1
e    663   910     2
e    663   912     2
e    663   919     2
e    663   921     2
e    663   923     2
e    663   925     2
e    663   927     2
e    663   929     2
e    663   990     1
e    664   672     2
e    664   695     2
e    664   697     1
e    664   698     2
e    664   711     2
e    664   718     1
e    664   721     1
e    664   722     1
e    664   724     5
e    664   750     1
e    664   758     1
e    664   759     1
e    664   775     1
e    664   784     2
e    664   786     2
e    664   788     2
e    664   790     1
e    664   791     2
e    664   793     2
e    664   795     2
e    664   797     2
e    664   799     2
e    664   806     1
e    664   815     2
e    664   818     1
e    664   824     1
e    664   826     1
e    664   827     2
e    664   843     1
e    664   857     2
e    664   861     2
e    664   862     1
e    664   864     1
e    664   871     2
e    664   875     2
e    664   877     1
e    664   878     1
e    664   894     1
e    664   896     1
e    664   898     1
e    664   899     1
e    664   900     1
e    664   901     1
e    664   902     1
e    664   909     1
e    664   910     2
e    664   912     2
e    664   919     2
e    664   921     2
e    664   923     2
e    664   925     2
e    664   927     2
e    664   929     2
e    664   990     1
e    665   666    45
e    665   696     2
e    665   699     2
e    665   712     1
e    665   719     1
e    665   723     1
e    665   778     1
e    665   780     1
e    665   783     1
e    665   785     2
e    665   787     2
e    665   789     2
e    665   792     2
e    665   794     2
e    665   796     2
e    665   798     2
e    665   800     2
e    665   807     1
e    665   819     1
e    665   876     2
e    665   879     1
e    665   911     2
e    665   913     2
e    665   920     2
e    665   922     2
e    665   924     2
e    665   926     2
e    665   928     2
e    665   930     2
e    666   696     2
e    666   699     2
e    666   712     2
e    666   719     1
e    666   723     1
e    666   778     1
e    666   780     1
e    666   783     1
e    666   785     2
e    666   787     2
e    666   789     2
e    666   792     2
e    666   794     2
e    666   796     2
e    666   798     2
e    666   800     2
e    666   807     1
e    666   819     1
e    666   876     2
e    666   879     1
e    666   911     2
e    666   913     2
e    666   920     2
e    666   922     2
e    666   924     2
e    666   926     2
e    666   928     2
e    666   930     2
e    668   732     1
e    669   852     2
e    670   711     1
e    670   838     2
e    671   879     1
e    672   673     2
e    672   674     2
e    672   675     2
e    672   677     2
e    672   711     2
e    672   713     2
e    672   724     3
e    672   734     1
e    672   756     1
e    672   769     2
e    672   770     1
e    672   771     2
e    672   772     1
e    672   775     1
e    672   777     2
e    672   862     2
e    672   878     1
e    672   879     1
e    672   972     1
e    672   975     1
e    672   977     2
e    672   978     1
e    672   981     1
e    673   676     2
e    673   680     2
e    673   776     1
e    675   677     2
e    676   680     2
e    677   678     1
e    677   775     1
e    678   767     1
e    678   775     3
e    679   680     1
e    679   768     1
e    679   776     3
e    680   776     1
e    681   775     2
e    682   684     1
e    683   776     1
e    685   831     1
e    685   833     1
e    686   877     1
e    687   724     2
e    688   689     2
e    692   695     1
e    692   697     1
e    692   775     1
e    693   694     1
e    693   775     1
e    694   695     1
e    694   724     2
e    694   775     1
e    694   897     1
e    695   696     2
e    695   697     2
e    695   724     1
e    695   927     2
e    696   928     2
e    697   724     1
e    697   775     1
e    697   898     2
e    698   699     2
e    698   925     2
e    699   926     2
e    700   724     1
e    700   918     1
e    701   721     1
e    702   703     1
e    704   711     1
e    705   711     1
e    706   707     2
e    709   710     2
e    709   724     2
e    709   775     2
e    709   838     4
e    709   965     2
e    709   966     2
e    710   775     2
e    710   971     1
e    711   712    10
e    711   714     1
e    711   726     2
e    711   727     1
e    711   737     1
e    711   748     2
e    711   750     1
e    711   751     1
e    711   754     2
e    711   767     1
e    711   771     1
e    711   772     1
e    711   775     2
e    711   777     1
e    711   802     1
e    711   809     1
e    711   812     4
e    711   833     1
e    711   844     1
e    711   850     1
e    711   857     1
e    711   858     1
e    711   862     1
e    711   863     1
e    711   869     2
e    711   878     3
e    711   880     2
e    711   882     1
e    711   885     1
e    711   889     3
e    711   890     2
e    711   971     1
e    711   972     4
e    711   974     2
e    711   975     2
e    711   978     3
e    711   981     2
e    711   984     2
e    711   985     3
e    711   986     1
e    712   742     1
e    712   743     1
e    712   776     1
e    712   862     1
e    712   863     3
e    712   865     2
e    712   879     1
e    713   862     2
e    714   715     2
e    714   748     1
e    714   777     1
e    716   717     2
e    720   724     1
e    720   805     1
e    722   806    10
e    722   871     1
e    722   967     1
e    722   981     1
e    723   807     1
e    724   725     2
e    724   731     1
e    724   750     1
e    724   760     1
e    724   761     1
e    724   762     1
e    724   769     4
e    724   770     3
e    724   771     2
e    724   772     1
e    724   773     2
e    724   774     2
e    724   805     1
e    724   826     1
e    724   838     2
e    724   857     1
e    724   861     1
e    724   874     2
e    724   877     2
e    724   893     1
e    724   894     1
e    724   895     1
e    724   896     1
e    724   897     1
e    724   898     1
e    724   905     1
e    724   914     1
e    724   915     1
e    724   916     1
e    724   917     1
e    724   918     1
e    728   729     2
e    728   775     1
e    728   801     1
e    729   776     1
e    731   750     2
e    732   733     1
e    735   758     1
e    737   738     2
e    737   739     1
e    737   775     3
e    738   776     2
e    739   744     1
e    739   831     1
e    739   833     1
e    740   745     1
e    740   746     1
e    740   831     1
e    740   833     1
e    741   747     1
e    742   743     1
e    743   851     2
e    744   745     1
e    744   831     2
e    744   833     2
e    745   831     2
e    745   833     2
e    748   749     2
e    748   777     1
e    748   844     1
e    750   751     2
e    750   857     1
e    752   753     1
e    755   820     2
e    759   861     1
e    759   931     1
e    760   762     1
e    764   972     2
e    765   766     1
e    766   833     1
e    766   855     1
e    767   768     2
e    767   775     1
e    768   776     1
e    769   770     1
e    769   771     2
e    769   773     2
e    770   772     1
e    770   774     2
e    771   772     2
e    773   774     1
e    773   983     1
e    775   801     1
e    775   818     1
e    775   820     1
e    775   833     1
e    775   869     1
e    775   872     1
e    775   873     1
e    775   874     1
e    775   877     1
e    775   885     1
e    775   931     1
e    775   934     1
e    775   935     1
e    775   936     1
e    775   937     1
e    775   939     1
e    775   941     1
e    775   942     1
e    775   943     1
e    775   945     1
e    775   946     1
e    775   947     1
e    775   950     1
e    775   951     1
e    775   952     1
e    775   954     1
e    775   955     1
e    775   956     1
e    775   957     1
e    775   958     1
e    775   959     1
e    775   960     1
e    775   962     1
e    775   968     2
e    775   969     2
e    775   970     2
e    775   971     1
e    775   972     1
e    775   981     6
e    775   984     1
e    775   986     2
e    776   938     1
e    776   940     1
e    776   944     1
e    776   948     1
e    776   949     2
e    776   953     1
e    776   961     1
e    777   778     2
e    777   779     2
e    778   814     1
e    778   829     1
e    778   847     1
e    781   782     2
e    781   878     1
e    782   783     1
e    784   910     1
e    785   911     1
e    786   912     1
e    787   913     1
e    788   919     1
e    789   920     1
e    792   924     1
e    793   921     1
e    794   922     1
e    795   927     1
e    796   928     1
e    797   925     1
e    798   926     1
e    799   929     1
e    800   930     1
e    802   803     1
e    803   815     4
e    803   967     1
e    803   981     1
e    804   867     1
e    806   871     1
e    806   967     1
e    806   981     1
e    808   809     1
e    809   810     2
e    813   814     2
e    813   822     1
e    814   823     1
e    815   816     2
e    815   827     2
e    815   967     1
e    815   981     1
e    818   820     1
e    826   861     1
e    827   828     2
e    830   833     2
e    831   832     2
e    831   833     9
e    831   845     1
e    831   980     1
e    831   990     1
e    832   834     2
e    832   965     1
e    833   834     2
e    833   835     2
e    833   837     1
e    833   845     1
e    833   855     1
e    833   980     1
e    833   990     1
e    834   965     1
e    835   855     1
e    835   856     1
e    838   965     2
e    838   966     2
e    839   840     1
e    843   844     1
e    845   980     1
e    846   847     2
e    848   869     1
e    850   851     1
e    853   854     2
e    855   856     1
e    855   859     1
e    855   965     1
e    855   966     1
e    856   860     1
e    857   858     2
e    862   863     4
e    862   864     1
e    862   866     2
e    863   865     2
e    867   868     1
e    869   870     1
e    872   875     1
e    872   877     1
e    873   874     1
e    874   877     1
e    874   893     1
e    875   876     2
e    875   877     2
e    875   929     2
e    876   930     2
e    877   894     2
e    878   879     2
e    878   880     2
e    882   883     1
e    882   885     1
e    882   887     1
e    883   884     1
e    883   885     2
e    883   886     1
e    889   890     2
e    890   891     2
e    892   905     1
e    892   906     1
e    892   907     1
e    892   908     1
e    893   906     1
e    894   906     1
e    895   907     1
e    896   907     1
e    897   908     1
e    898   908     1
e    965   966    10
e    967   969     3
e    967   970     1
e    967   971     4
e    967   981     3
e    968   969     4
e    968   981     2
e    969   981     2
e    970   981     2
e    971   972     1
e    971   978     3
e    972   973     1
e    972   978     2
e    974   975     2
e    974   976     2
e    974   977     2
e    978   979     1
e    984   985     2
e    984   986     1
e    984   987     2
e    985   986     1
e    985   988     1
e    990   991     2
